R04-RKi-R09	ordained
R04-RKi-R10	ordeal
R04-RKi-RJa	orderly
R04-RKi-RQu	ordinal
R04-RKi-RKi	ordinance
R04-RKi-RAc	ordinances
R04-RAc-B02	ordnance
R04-RAc-B03	organ
R04-RAc-B04	organelles
R04-RAc-B05	organism
R04-RAc-B06	organisms
R04-RAc-B07	organizational
R04-RAc-B08	organizations
R04-RAc-B09	organize
R04-RAc-B10	organizer
R04-RAc-BJa	organizers
R04-RAc-BQu	organizes
R04-RAc-BKi	organizing
R04-RAc-BAc	organs
R04-RAc-R02	orient
R04-RAc-R03	oriental
R04-RAc-R04	orientation
R04-RAc-R05	orientations
R04-RAc-R06	oriented
R04-RAc-R07	origin
R04-RAc-R08	originality
R04-RAc-R09	originally
R04-RAc-R10	originals
R04-RAc-RJa	originate
R04-RAc-RQu	originated
R04-RAc-RKi	originates
R04-RAc-RAc	originating
R05-B02-B02	originator
R05-B02-B03	origins
R05-B02-B04	ornament
R05-B02-B05	ornamental
R05-B02-B06	ornamentation
R05-B02-B07	ornamented
R05-B02-B08	ornaments
R05-B02-B09	ornate
R05-B02-B10	orphan
R05-B02-BJa	orphanage
R05-B02-BQu	orphans
R05-B02-BKi	orthodoxy
R05-B02-BAc	orthogonal
R05-B02-R02	orthopedic
R05-B02-R03	oscillating
R05-B02-R04	oscillation
R05-B02-R05	oscillations
R05-B02-R06	oscillator
R05-B02-R07	osmotic
R05-B02-R08	ostensibly
R05-B02-R09	osteoporosis
R05-B02-R10	otherwise
R05-B02-RJa	ottoman
R05-B02-RQu	ounces
R05-B02-RKi	ourselves
R05-B02-RAc	outbreak
R05-B03-B02	outbreaks
R05-B03-B03	outburst
R05-B03-B04	outbursts
R05-B03-B05	outcome
R05-B03-B06	outcomes
R05-B03-B07	outcry
R05-B03-B08	outdated
R05-B03-B09	outdoor
R05-B03-B10	outdoors
R05-B03-BJa	outfit
R05-B03-BQu	outfits
R05-B03-BKi	outgoing
R05-B03-BAc	outgrowth
R05-B03-R02	outlaw
R05-B03-R03	outlawed
R05-B03-R04	outlaws
R05-B03-R05	outlay
R05-B03-R06	outlays
R05-B03-R07	outlet
R05-B03-R08	outlets
R05-B03-R09	outline
R05-B03-R10	outlined
R05-B03-RJa	outlines
R05-B03-RQu	outlining
R05-B03-RKi	outlook
R05-B03-RAc	outlying
R05-B04-B02	outnumbered
R05-B04-B03	outpatient
R05-B04-B04	outpost
R05-B04-B05	output
R05-B04-B06	outputs
R05-B04-B07	outrage
R05-B04-B08	outraged
R05-B04-B09	outrageous
R05-B04-B10	outreach
R05-B04-BJa	outright
R05-B04-BQu	outset
R05-B04-BKi	outside
R05-B04-BAc	outsider
R05-B04-R02	outsiders
R05-B04-R03	outskirts
R05-B04-R04	outsourcing
R05-B04-R05	outspoken
R05-B04-R06	outstanding
R05-B04-R07	outstretched
R05-B04-R08	outward
R05-B04-R09	outwardly
R05-B04-R10	outwards
R05-B04-RJa	outweigh
R05-B04-RQu	outweighed
R05-B04-RKi	oval
R05-B04-RAc	ovarian
R05-B05-B02	ovaries
R05-B05-B03	ovary
R05-B05-B04	ovens
R05-B05-B05	overall
R05-B05-B06	overboard
R05-B05-B07	overcame
R05-B05-B08	overcoat
R05-B05-B09	overcome
R05-B05-B10	overcoming
R05-B05-BJa	overcrowded
R05-B05-BQu	overcrowding
R05-B05-BKi	overdose
R05-B05-BAc	overdue
R05-B05-R02	overflow
R05-B05-R03	overflowing
R05-B05-R04	overgrown
R05-B05-R05	overhaul
R05-B05-R06	overhead
R05-B05-R07	overheard
R05-B05-R08	overland
R05-B05-R09	overlap
R05-B05-R10	overlapping
R05-B05-RJa	overlaps
R05-B05-RQu	overlay
R05-B05-RKi	overload
R05-B05-RAc	overloaded
R05-B06-B02	overlook
R05-B06-B03	overlooked
R05-B06-B04	overlooking
R05-B06-B05	overlooks
R05-B06-B06	overly
R05-B06-B07	overlying
R05-B06-B08	overnight
R05-B06-B09	overpowering
R05-B06-B10	override
R05-B06-BJa	overriding
R05-B06-BQu	overruled
R05-B06-BKi	overrun
R05-B06-BAc	overseas
R05-B06-R02	oversee
R05-B06-R03	overseeing
R05-B06-R04	overseer
R05-B06-R05	overshadowed
R05-B06-R06	oversight
R05-B06-R07	overtaken
R05-B06-R08	overthrow
R05-B06-R09	overthrown
R05-B06-R10	overtime
R05-B06-RJa	overtly
R05-B06-RQu	overtones
R05-B06-RKi	overture
R05-B06-RAc	overturned
R05-B07-B02	overview
R05-B07-B03	overweight
R05-B07-B04	overwhelm
R05-B07-B05	overwhelmed
R05-B07-B06	overwhelming
R05-B07-B07	overwhelmingly
R05-B07-B08	ovulation
R05-B07-B09	owe
R05-B07-B10	owes
R05-B07-BJa	ownership
R05-B07-BQu	oxen
R05-B07-BKi	oxford
R05-B07-BAc	oxidation
R05-B07-R02	oxides
R05-B07-R03	oxidized
R05-B07-R04	oxidizing
R05-B07-R05	oxygen
R05-B07-R06	oxygenation
R05-B07-R07	oyster
R05-B07-R08	oysters
R05-B07-R09	ozone
R05-B07-R10	pacemaker
R05-B07-RJa	pacific
R05-B07-RQu	package
R05-B07-RKi	packaged
R05-B07-RAc	packages
R05-B08-B02	packaging
R05-B08-B03	packed
R05-B08-B04	packet
R05-B08-B05	packets
R05-B08-B06	packing
R05-B08-B07	packs
R05-B08-B08	pad
R05-B08-B09	padded
R05-B08-B10	padding
R05-B08-BJa	paddle
R05-B08-BQu	padre
R05-B08-BKi	pads
R05-B08-BAc	pagan
R05-B08-R02	paganism
R05-B08-R03	pagans
R05-B08-R04	page
R05-B08-R05	pageant
R05-B08-R06	pages
R05-B08-R07	pain
R05-B08-R08	pained
R05-B08-R09	painful
R05-B08-R10	painfully
R05-B08-RJa	painless
R05-B08-RQu	pains
R05-B08-RKi	painstaking
R05-B08-RAc	paint
R05-B09-B02	painted
R05-B09-B03	painter
R05-B09-B04	painters
R05-B09-B05	painting
R05-B09-B06	paintings
R05-B09-B07	paints
R05-B09-B08	palace
R05-B09-B09	palaces
R05-B09-B10	palazzo
R05-B09-BJa	pale
R05-B09-BQu	palette
R05-B09-BKi	pall
R05-B09-BAc	palliative
R05-B09-R02	palm
R05-B09-R03	palms
R05-B09-R04	palpable
R05-B09-R05	palpation
R05-B09-R06	palsy
R05-B09-R07	pamphlet
R05-B09-R08	pamphlets
R05-B09-R09	pancakes
R05-B09-R10	pancreas
R05-B09-RJa	pancreatic
R05-B09-RQu	pane
R05-B09-RKi	panel
R05-B09-RAc	panels
R05-B10-B02	pang
R05-B10-B03	panic
R05-B10-B04	panicked
R05-B10-B05	panorama
R05-B10-B06	panoramic
R05-B10-B07	pantheon
R05-B10-B08	panther
R05-B10-B09	panting
R05-B10-B10	pants
R05-B10-BJa	pap
R05-B10-BQu	papa
R05-B10-BKi	papacy
R05-B10-BAc	papal
R05-B10-R02	paperback
R05-B10-R03	papers
R05-B10-R04	paperwork
R05-B10-R05	papyrus
R05-B10-R06	par
R05-B10-R07	parables
R05-B10-R08	parabolic
R05-B10-R09	parachute
R05-B10-R10	parade
R05-B10-RJa	parades
R05-B10-RQu	paradigm
R05-B10-RKi	paradigmatic
R05-B10-RAc	paradigms
R05-BJa-B02	paradise
R05-BJa-B03	paradox
R05-BJa-B04	paradoxes
R05-BJa-B05	paradoxical
R05-BJa-B06	paradoxically
R05-BJa-B07	paraffin
R05-BJa-B08	paragraph
R05-BJa-B09	paragraphs
R05-BJa-B10	parallel
R05-BJa-BJa	parallelism
R05-BJa-BQu	parallels
R05-BJa-BKi	paralysis
R05-BJa-BAc	paralyzed
R05-BJa-R02	parameter
R05-BJa-R03	parameters
R05-BJa-R04	paramount
R05-BJa-R05	paranoia
R05-BJa-R06	paranoid
R05-BJa-R07	paraphrase
R05-BJa-R08	parasite
R05-BJa-R09	parasites
R05-BJa-R10	parasitic
R05-BJa-RJa	parcel
R05-BJa-RQu	parcels
R05-BJa-RKi	parchment
R05-BJa-RAc	pardon
R05-BQu-B02	parental
R05-BQu-B03	parentheses
R05-BQu-B04	parenthood
R05-BQu-B05	parenting
R05-BQu-B06	parish
R05-BQu-B07	parishes
R05-BQu-B08	parishioners
R05-BQu-B09	parity
R05-BQu-B10	parking
R05-BQu-BJa	parkway
R05-BQu-BQu	parliament
R05-BQu-BKi	parliamentary
R05-BQu-BAc	parliaments
R05-BQu-R02	parlor
R05-BQu-R03	parochial
R05-BQu-R04	parody
R05-BQu-R05	parole
R05-BQu-R06	parrot
R05-BQu-R07	parry
R05-BQu-R08	pars
R05-BQu-R09	parsing
R05-BQu-R10	parsley
R05-BQu-RJa	parson
R05-BQu-RQu	parsons
R05-BQu-RKi	partake
R05-BQu-RAc	partially
R05-BKi-B02	participant
R05-BKi-B03	participants
R05-BKi-B04	participate
R05-BKi-B05	participated
R05-BKi-B06	participates
R05-BKi-B07	participating
R05-BKi-B08	participation
R05-BKi-B09	participatory
R05-BKi-B10	participle
R05-BKi-BJa	particle
R05-BKi-BQu	particles
R05-BKi-BKi	particular
R05-BKi-BAc	particularity
R05-BKi-R02	particularly
R05-BKi-R03	particulars
R05-BKi-R04	particulate
R05-BKi-R05	parties
R05-BKi-R06	partisan
R05-BKi-R07	partisans
R05-BKi-R08	partition
R05-BKi-R09	partitioned
R05-BKi-R10	partitioning
R05-BKi-RJa	partitions
R05-BKi-RQu	partly
R05-BKi-RKi	partner
R05-BKi-RAc	partners
R05-BAc-B02	partnership
R05-BAc-B03	partnerships
R05-BAc-B04	partridge
R05-BAc-B05	party
R05-BAc-B06	passage
R05-BAc-B07	passages
R05-BAc-B08	passed
R05-BAc-B09	passenger
R05-BAc-B10	passengers
R05-BAc-BJa	passes
R05-BAc-BQu	passing
R05-BAc-BKi	passion
R05-BAc-BAc	passionate
R05-BAc-R02	passionately
R05-BAc-R03	passions
R05-BAc-R04	passive
R05-BAc-R05	passively
R05-BAc-R06	passivity
R05-BAc-R07	passport
R05-BAc-R08	passports
R05-BAc-R09	password
R05-BAc-R10	passwords
R05-BAc-RJa	past
R05-BAc-RQu	pasta
R05-BAc-RKi	paste
R05-BAc-RAc	pastel
R05-R02-B02	pastime
R05-R02-B03	pastor
R05-R02-B04	pastoral
R05-R02-B05	pastors
R05-R02-B06	pastry
R05-R02-B07	pasture
R05-R02-B08	pastures
R05-R02-B09	patches
R05-R02-B10	patchwork
R05-R02-BJa	patent
R05-R02-BQu	patented
R05-R02-BKi	patents
R05-R02-BAc	paternal
R05-R02-R02	paternalism
R05-R02-R03	paternalistic
R05-R02-R04	paternity
R05-R02-R05	path
R05-R02-R06	pathetic
R05-R02-R07	pathogen
R05-R02-R08	pathogenic
R05-R02-R09	pathogens
R05-R02-R10	pathological
R05-R02-RJa	pathologist
R05-R02-RQu	pathology
R05-R02-RKi	pathos
R05-R02-RAc	paths
R05-R03-B02	pathway
R05-R03-B03	pathways
R05-R03-B04	patients
R05-R03-B05	patio
R05-R03-B06	patriarch
R05-R03-B07	patriarchal
R05-R03-B08	patriarchs
R05-R03-B09	patriarchy
R05-R03-B10	patriot
R05-R03-BJa	patriotic
R05-R03-BQu	patriotism
R05-R03-BKi	patriots
R05-R03-BAc	patrol
R05-R03-R02	patrols
R05-R03-R03	patron
R05-R03-R04	patronage
R05-R03-R05	patrons
R05-R03-R06	patsy
R05-R03-R07	patted
R05-R03-R08	pattern
R05-R03-R09	patterned
R05-R03-R10	patterning
R05-R03-RJa	patterns
R05-R03-RQu	patty
R05-R03-RKi	paucity
R05-R03-RAc	pause
R05-R04-B02	paused
R05-R04-B03	pauses
R05-R04-B04	pausing
R05-R04-B05	paved
R05-R04-B06	pavement
R05-R04-B07	pavilion
R05-R04-B08	paving
R05-R04-B09	paw
R05-R04-B10	paws
R05-R04-BJa	payable
R05-R04-BQu	paying
R05-R04-BKi	payload
R05-R04-BAc	payments
R05-R04-R02	payoff
R05-R04-R03	payoffs
R05-R04-R04	payroll
R05-R04-R05	pays
R05-R04-R06	pea
R05-R04-R07	peace
R05-R04-R08	peaceful
R05-R04-R09	peacefully
R05-R04-R10	peacekeeping
R05-R04-RJa	peacetime
R05-R04-RQu	peach
R05-R04-RKi	peaches
R05-R04-RAc	peacock
R05-R05-B02	peaked
R05-R05-B03	peanut
R05-R05-B04	peanuts
R05-R05-B05	pearl
R05-R05-B06	pearls
R05-R05-B07	peas
R05-R05-B08	peasant
R05-R05-B09	peasantry
R05-R05-B10	peasants
R05-R05-BJa	pebble
R05-R05-BQu	pebbles
R05-R05-BKi	peculiar
R05-R05-BAc	peculiarities
R05-R05-R02	peculiarity
R05-R05-R03	peculiarly
R05-R05-R04	pecuniary
R05-R05-R05	pedagogical
R05-R05-R06	pedagogy
R05-R05-R07	pedal
R05-R05-R08	pedestal
R05-R05-R09	pedestrian
R05-R05-R10	pedestrians
R05-R05-RJa	pediatric
R05-R05-RQu	pediatrics
R05-R05-RKi	pedigree
R05-R05-RAc	peek
R05-R06-B02	peel
R05-R06-B03	peeled
R05-R06-B04	peeling
R05-R06-B05	peep
R05-R06-B06	peer
R05-R06-B07	peered
R05-R06-B08	peering
R05-R06-B09	peers
R05-R06-B10	peg
R05-R06-BJa	pellet
R05-R06-BQu	pellets
R05-R06-BKi	pelvic
R05-R06-BAc	pelvis
R05-R06-R02	penal
R05-R06-R03	penalties
R05-R06-R04	penalty
R05-R06-R05	penance
R05-R06-R06	pence
R05-R06-R07	penchant
R05-R06-R08	pencil
R05-R06-R09	pencils
R05-R06-R10	pendant
R05-R06-RJa	pendulum
R05-R06-RQu	penetrate
R05-R06-RKi	penetrated
R05-R06-RAc	penetrates
R05-R07-B02	penetrating
R05-R07-B03	penetration
R05-R07-B04	penguin
R05-R07-B05	penicillin
R05-R07-B06	peninsula
R05-R07-B07	peninsular
R05-R07-B08	penitentiary
R05-R07-B09	penned
R05-R07-B10	pennies
R05-R07-BJa	penny
R05-R07-BQu	pentagon
R05-R07-BKi	peoples
R05-R07-BAc	pep
R05-R07-R02	pepper
R05-R07-R03	peppers
R05-R07-R04	perceive
R05-R07-R05	perceived
R05-R07-R06	perceives
R05-R07-R07	perceiving
R05-R07-R08	percent
R05-R07-R09	percentage
R05-R07-R10	percentages
R05-R07-RJa	percentile
R05-R07-RQu	perceptible
R05-R07-RKi	perception
R05-R07-RAc	perceptions
R05-R08-B02	perceptive
R05-R08-B03	perceptual
R05-R08-B04	perch
R05-R08-B05	perched
R05-R08-B06	percussion
R05-R08-B07	perennial
R05-R08-B08	perfected
R05-R08-B09	perforated
R05-R08-B10	perforation
R05-R08-BJa	perform
R05-R08-BQu	performance
R05-R08-BKi	performances
R05-R08-BAc	performed
R05-R08-R02	performer
R05-R08-R03	performers
R05-R08-R04	performing
R05-R08-R05	performs
R05-R08-R06	perfume
R05-R08-R07	perhaps
R05-R08-R08	peril
R05-R08-R09	perilous
R05-R08-R10	perils
R05-R08-RJa	perimeter
R05-R08-RQu	period
R05-R08-RKi	periodic
R05-R08-RAc	periodical
R05-R09-B02	periodically
R05-R09-B03	periodicals
R05-R09-B04	periodicity
R05-R09-B05	periodontal
R05-R09-B06	periods
R05-R09-B07	peripheral
R05-R09-B08	periphery
R05-R09-B09	perish
R05-R09-B10	perished
R05-R09-BJa	perjury
R05-R09-BQu	permanence
R05-R09-BKi	permanent
R05-R09-BAc	permanently
R05-R09-R02	permeability
R05-R09-R03	permeable
R05-R09-R04	permeated
R05-R09-R05	permissible
R05-R09-R06	permission
R05-R09-R07	permissions
R05-R09-R08	permissive
R05-R09-R09	permit
R05-R09-R10	permits
R05-R09-RJa	permitted
R05-R09-RQu	permitting
R05-R09-RKi	pernicious
R05-R09-RAc	peroxide
R05-R10-B02	perpendicular
R05-R10-B03	perpetrated
R05-R10-B04	perpetrator
R05-R10-B05	perpetrators
R05-R10-B06	perpetual
R05-R10-B07	perpetually
R05-R10-B08	perpetuate
R05-R10-B09	perpetuated
R05-R10-B10	perpetuating
R05-R10-BJa	perplexed
R05-R10-BQu	persecuted
R05-R10-BKi	persecution
R05-R10-BAc	perseverance
R05-R10-R02	persist
R05-R10-R03	persisted
R05-R10-R04	persistence
R05-R10-R05	persistent
R05-R10-R06	persistently
R05-R10-R07	persisting
R05-R10-R08	persists
R05-R10-R09	persona
R05-R10-R10	personage
R05-R10-RJa	personalities
R05-R10-RQu	personality
R05-R10-RKi	personalized
R05-R10-RAc	personally
R05-RJa-B02	personification
R05-RJa-B03	personified
R05-RJa-B04	personnel
R05-RJa-B05	persons
R05-RJa-B06	perspective
R05-RJa-B07	perspectives
R05-RJa-B08	perspiration
R05-RJa-B09	persuade
R05-RJa-B10	persuaded
R05-RJa-BJa	persuading
R05-RJa-BQu	persuasion
R05-RJa-BKi	persuasive
R05-RJa-BAc	pertain
R05-RJa-R02	pertaining
R05-RJa-R03	pertains
R05-RJa-R04	pertinent
R05-RJa-R05	perturbation
R05-RJa-R06	perturbations
R05-RJa-R07	perturbed
R05-RJa-R08	pervades
R05-RJa-R09	pervasive
R05-RJa-R10	perverse
R05-RJa-RJa	perverted
R05-RJa-RQu	pesos
R05-RJa-RKi	pessimism
R05-RJa-RAc	pessimistic
R05-RQu-B02	pesticide
R05-RQu-B03	pesticides
R05-RQu-B04	pests
R05-RQu-B05	petals
R05-RQu-B06	peter
R05-RQu-B07	peters
R05-RQu-B08	petitioned
R05-RQu-B09	petitioner
R05-RQu-B10	petitioners
R05-RQu-BJa	petrol
R05-RQu-BQu	petroleum
R05-RQu-BKi	petty
R05-RQu-BAc	pew
R05-RQu-R02	phage
R05-RQu-R03	phalanx
R05-RQu-R04	phantom
R05-RQu-R05	pharaoh
R05-RQu-R06	pharmaceutical
R05-RQu-R07	pharmaceuticals
R05-RQu-R08	pharmacist
R05-RQu-R09	pharmacists
R05-RQu-R10	pharmacology
R05-RQu-RJa	pharmacy
R05-RQu-RQu	pharyngeal
R05-RQu-RKi	pharynx
R05-RQu-RAc	phase
R05-RKi-B02	phased
R05-RKi-B03	phenomena
R05-RKi-B04	phenomenal
R05-RKi-B05	phenomenon
R05-RKi-B06	phenotype
R05-RKi-B07	philanthropic
R05-RKi-B08	philanthropy
R05-RKi-B09	philology
R05-RKi-B10	philosopher
R05-RKi-BJa	philosophers
R05-RKi-BQu	philosophic
R05-RKi-BKi	philosophical
R05-RKi-BAc	philosophically
R05-RKi-R02	philosophies
R05-RKi-R03	philosophy
R05-RKi-R04	phobia
R05-RKi-R05	phoebe
R05-RKi-R06	phoenix
R05-RKi-R07	phone
R05-RKi-R08	phoned
R05-RKi-R09	phonemes
R05-RKi-R10	phones
R05-RKi-RJa	phonetic
R05-RKi-RQu	phonological
R05-RKi-RKi	phonology
R05-RKi-RAc	phosphate
R05-RAc-B02	phosphates
R05-RAc-B03	phosphorus
R05-RAc-B04	photo
R05-RAc-B05	photocopy
R05-RAc-B06	photocopying
R05-RAc-B07	photograph
R05-RAc-B08	photographed
R05-RAc-B09	photographer
R05-RAc-B10	photographers
R05-RAc-BJa	photographic
R05-RAc-BQu	photographs
R05-RAc-BKi	photography
R05-RAc-BAc	photon
R05-RAc-R02	photons
R05-RAc-R03	photos
R05-RAc-R04	photosynthesis
R05-RAc-R05	phrase
R05-RAc-R06	phrased
R05-RAc-R07	phrases
R05-RAc-R08	phrasing
R05-RAc-R09	physically
R05-RAc-R10	physician
R05-RAc-RJa	physicians
R05-RAc-RQu	physicist
R05-RAc-RKi	physicists
R05-RAc-RAc	physiological
R06-B02-B02	physiology
R06-B02-B03	physique
R06-B02-B04	pianist
R06-B02-B05	piano
R06-B02-B06	piazza
R06-B02-B07	pick
R06-B02-B08	picked
R06-B02-B09	picket
R06-B02-B10	picking
R06-B02-BJa	picks
R06-B02-BQu	pickup
R06-B02-BKi	picnic
R06-B02-BAc	pictorial
R06-B02-R02	picture
R06-B02-R03	pictured
R06-B02-R04	pictures
R06-B02-R05	picturesque
R06-B02-R06	pie
R06-B02-R07	piecemeal
R06-B02-R08	pierce
R06-B02-R09	pierced
R06-B02-R10	piercing
R06-B02-RJa	piers
R06-B02-RQu	piety
R06-B02-RKi	pig
R06-B02-RAc	pigeon
R06-B03-B02	pigeons
R06-B03-B03	pigment
R06-B03-B04	pigments
R06-B03-B05	pigs
R06-B03-B06	pile
R06-B03-B07	piled
R06-B03-B08	piles
R06-B03-B09	pilgrim
R06-B03-B10	pilgrimage
R06-B03-BJa	pilgrims
R06-B03-BQu	piling
R06-B03-BKi	pillars
R06-B03-BAc	pillow
R06-B03-R02	pillows
R06-B03-R03	pilot
R06-B03-R04	pilots
R06-B03-R05	pinch
R06-B03-R06	pinched
R06-B03-R07	pineapple
R06-B03-R08	pink
R06-B03-R09	pinnacle
R06-B03-R10	pinned
R06-B03-RJa	pinpoint
R06-B03-RQu	pint
R06-B03-RKi	pinto
R06-B03-RAc	pioneer
R06-B04-B02	pioneered
R06-B04-B03	pioneering
R06-B04-B04	pioneers
R06-B04-B05	pious
R06-B04-B06	pip
R06-B04-B07	pipe
R06-B04-B08	pipeline
R06-B04-B09	pipelines
R06-B04-B10	piper
R06-B04-BJa	pipes
R06-B04-BQu	piping
R06-B04-BKi	pirate
R06-B04-BAc	pirates
R06-B04-R02	pistol
R06-B04-R03	pistols
R06-B04-R04	piston
R06-B04-R05	pitch
R06-B04-R06	pitched
R06-B04-R07	pitcher
R06-B04-R08	pitches
R06-B04-R09	pitching
R06-B04-R10	pitfalls
R06-B04-RJa	pitiful
R06-B04-RQu	pits
R06-B04-RKi	pitted
R06-B04-RAc	pituitary
R06-B05-B02	pity
R06-B05-B03	pivot
R06-B05-B04	pivotal
R06-B05-B05	pixel
R06-B05-B06	pixels
R06-B05-B07	pizza
R06-B05-B08	placebo
R06-B05-B09	placenta
R06-B05-B10	placental
R06-B05-BJa	placid
R06-B05-BQu	plague
R06-B05-BKi	plagued
R06-B05-BAc	plainly
R06-B05-R02	plaintiff
R06-B05-R03	plaintiffs
R06-B05-R04	plan
R06-B05-R05	planar
R06-B05-R06	planet
R06-B05-R07	planetary
R06-B05-R08	planets
R06-B05-R09	plank
R06-B05-R10	planks
R06-B05-RJa	plankton
R06-B05-RQu	planner
R06-B05-RKi	planners
R06-B05-RAc	planning
R06-B06-B02	plans
R06-B06-B03	plantations
R06-B06-B04	planter
R06-B06-B05	planters
R06-B06-B06	planting
R06-B06-B07	plaque
R06-B06-B08	plaques
R06-B06-B09	plasma
R06-B06-B10	plaster
R06-B06-BJa	plastered
R06-B06-BQu	plastic
R06-B06-BKi	plasticity
R06-B06-BAc	plastics
R06-B06-R02	plateau
R06-B06-R03	plated
R06-B06-R04	platelet
R06-B06-R05	platelets
R06-B06-R06	platform
R06-B06-R07	platforms
R06-B06-R08	plating
R06-B06-R09	platinum
R06-B06-R10	platonic
R06-B06-RJa	platoon
R06-B06-RQu	platter
R06-B06-RKi	plausibility
R06-B06-RAc	playback
R06-B07-B02	played
R06-B07-B03	player
R06-B07-B04	players
R06-B07-B05	playful
R06-B07-B06	playground
R06-B07-B07	playing
R06-B07-B08	plays
R06-B07-B09	playwright
R06-B07-B10	playwrights
R06-B07-BJa	plaza
R06-B07-BQu	plea
R06-B07-BKi	plead
R06-B07-BAc	pleaded
R06-B07-R02	pleading
R06-B07-R03	pleas
R06-B07-R04	pleasantly
R06-B07-R05	please
R06-B07-R06	pleased
R06-B07-R07	pleases
R06-B07-R08	pleasing
R06-B07-R09	pleasurable
R06-B07-R10	pleasure
R06-B07-RJa	pleasures
R06-B07-RQu	pledge
R06-B07-RKi	pledged
R06-B07-RAc	pledges
R06-B08-B02	plenary
R06-B08-B03	plentiful
R06-B08-B04	plenty
R06-B08-B05	plethora
R06-B08-B06	plexus
R06-B08-B07	plight
R06-B08-B08	plot
R06-B08-B09	plots
R06-B08-B10	plotted
R06-B08-BJa	plotting
R06-B08-BQu	plow
R06-B08-BKi	pluck
R06-B08-BAc	plucked
R06-B08-R02	plug
R06-B08-R03	plugged
R06-B08-R04	plugs
R06-B08-R05	plum
R06-B08-R06	plumbing
R06-B08-R07	plume
R06-B08-R08	plumes
R06-B08-R09	plump
R06-B08-R10	plunder
R06-B08-RJa	plunge
R06-B08-RQu	plunged
R06-B08-RKi	plunging
R06-B08-RAc	plural
R06-B09-B02	pluralism
R06-B09-B03	pluralistic
R06-B09-B04	plurality
R06-B09-B05	plus
R06-B09-B06	plutonium
R06-B09-B07	plywood
R06-B09-B08	pneumatic
R06-B09-B09	pneumonia
R06-B09-B10	pocket
R06-B09-BJa	pockets
R06-B09-BQu	pod
R06-B09-BKi	podium
R06-B09-BAc	pods
R06-B09-R02	poem
R06-B09-R03	poems
R06-B09-R04	poet
R06-B09-R05	poetic
R06-B09-R06	poetical
R06-B09-R07	poetry
R06-B09-R08	poets
R06-B09-R09	poignant
R06-B09-R10	pointedly
R06-B09-RJa	pointer
R06-B09-RQu	pointers
R06-B09-RKi	pointless
R06-B09-RAc	poised
R06-B10-B02	poison
R06-B10-B03	poisoned
R06-B10-B04	poisoning
R06-B10-B05	poisonous
R06-B10-B06	poisons
R06-B10-B07	poked
R06-B10-B08	poker
R06-B10-B09	poking
R06-B10-B10	polar
R06-B10-BJa	polarity
R06-B10-BQu	polarization
R06-B10-BKi	polarized
R06-B10-BAc	pole
R06-B10-R02	polemic
R06-B10-R03	polemical
R06-B10-R04	poles
R06-B10-R05	police
R06-B10-R06	policeman
R06-B10-R07	policemen
R06-B10-R08	policies
R06-B10-R09	policing
R06-B10-R10	policy
R06-B10-RJa	polio
R06-B10-RQu	polish
R06-B10-RKi	polished
R06-B10-RAc	polishing
R06-BJa-B02	polite
R06-BJa-B03	politely
R06-BJa-B04	politeness
R06-BJa-B05	politic
R06-BJa-B06	political
R06-BJa-B07	politically
R06-BJa-B08	politician
R06-BJa-B09	politicians
R06-BJa-B10	politico
R06-BJa-BJa	politics
R06-BJa-BQu	polity
R06-BJa-BKi	poll
R06-BJa-BAc	pollen
R06-BJa-R02	polling
R06-BJa-R03	polls
R06-BJa-R04	pollutant
R06-BJa-R05	pollutants
R06-BJa-R06	polluted
R06-BJa-R07	pollution
R06-BJa-R08	polo
R06-BJa-R09	polyester
R06-BJa-R10	polyethylene
R06-BJa-RJa	polygamy
R06-BJa-RQu	polygon
R06-BJa-RKi	polygons
R06-BJa-RAc	polymer
R06-BQu-B02	polymeric
R06-BQu-B03	polymerization
R06-BQu-B04	polymers
R06-BQu-B05	polynomial
R06-BQu-B06	polynomials
R06-BQu-B07	polystyrene
R06-BQu-B08	polytechnic
R06-BQu-B09	pomp
R06-BQu-B10	ponder
R06-BQu-BJa	pondered
R06-BQu-BQu	pondering
R06-BQu-BKi	ponies
R06-BQu-BAc	pony
R06-BQu-R02	pool
R06-BQu-R03	pooled
R06-BQu-R04	pooling
R06-BQu-R05	pools
R06-BQu-R06	poor
R06-BQu-R07	poorer
R06-BQu-R08	poorest
R06-BQu-R09	poorly
R06-BQu-R10	pop
R06-BQu-RJa	popcorn
R06-BQu-RQu	pope
R06-BQu-RKi	popes
R06-BQu-RAc	poplar
R06-BKi-B02	popped
R06-BKi-B03	popping
R06-BKi-B04	poppy
R06-BKi-B05	pops
R06-BKi-B06	populace
R06-BKi-B07	popularity
R06-BKi-B08	popularized
R06-BKi-B09	popularly
R06-BKi-B10	populated
R06-BKi-BJa	population
R06-BKi-BQu	populations
R06-BKi-BKi	populism
R06-BKi-BAc	populist
R06-BKi-R02	populous
R06-BKi-R03	porcelain
R06-BKi-R04	porch
R06-BKi-R05	pork
R06-BKi-R06	porosity
R06-BKi-R07	porous
R06-BKi-R08	portable
R06-BKi-R09	portal
R06-BKi-R10	portals
R06-BKi-RJa	portfolio
R06-BKi-RQu	portfolios
R06-BKi-RKi	portrait
R06-BKi-RAc	portraits
R06-BAc-B02	portray
R06-BAc-B03	portrayal
R06-BAc-B04	portrayed
